------------------------------------------------------------
Server listening on UDP port 5001
Receiving 1470 byte datagrams
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  3] local 192.168.2.81 port 5001 connected with 192.168.2.85 port 41905
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3]  0.0- 1.0 sec  16.0 MBytes   134 Mbits/sec   0.410 ms    0/11386 (0%)
[  3] 200.0-201.0 sec  3.03 MBytes  25.4 Mbits/sec   3.776 ms    1/ 2164 (0.046%)
[  3] 201.0-202.0 sec  2.70 MBytes  22.6 Mbits/sec   9.540 ms    0/ 1923 (0%)
[  3] 202.0-203.0 sec  4.48 MBytes  37.6 Mbits/sec   1.948 ms    0/ 3197 (0%)
[  3] 203.0-204.0 sec  3.98 MBytes  33.4 Mbits/sec   5.740 ms    2/ 2843 (0.07%)
[  3] 204.0-205.0 sec  3.90 MBytes  32.7 Mbits/sec   0.784 ms    0/ 2783 (0%)
[  3] 205.0-206.0 sec  3.74 MBytes  31.4 Mbits/sec   1.869 ms    3/ 2671 (0.11%)
[  3] 206.0-207.0 sec  3.47 MBytes  29.1 Mbits/sec   1.230 ms    2/ 2475 (0.081%)
[  3] 207.0-208.0 sec  3.80 MBytes  31.9 Mbits/sec   3.797 ms   32/ 2745 (1.2%)
[  3] 208.0-209.0 sec  3.00 MBytes  25.2 Mbits/sec   5.493 ms    0/ 2143 (0%)
[  3] 209.0-210.0 sec  2.68 MBytes  22.5 Mbits/sec   2.605 ms    1/ 1913 (0.052%)
[  3] 210.0-211.0 sec  4.06 MBytes  34.1 Mbits/sec   3.284 ms    0/ 2899 (0%)
[  3] 211.0-212.0 sec  3.23 MBytes  27.1 Mbits/sec   5.141 ms    0/ 2301 (0%)
[  3] 212.0-213.0 sec  4.95 MBytes  41.6 Mbits/sec   5.672 ms    3/ 3537 (0.085%)
[  3] 213.0-214.0 sec  3.77 MBytes  31.6 Mbits/sec   1.368 ms    0/ 2686 (0%)
[  3] 214.0-215.0 sec  3.54 MBytes  29.7 Mbits/sec   6.628 ms    0/ 2524 (0%)
[  3] 215.0-216.0 sec  3.58 MBytes  30.0 Mbits/sec   2.156 ms    1/ 2553 (0.039%)
[  3] 216.0-217.0 sec  3.03 MBytes  25.4 Mbits/sec   2.291 ms    1/ 2162 (0.046%)
[  3] 217.0-218.0 sec  3.79 MBytes  31.8 Mbits/sec   2.252 ms    0/ 2703 (0%)
[  3] 218.0-219.0 sec  3.13 MBytes  26.3 Mbits/sec   2.322 ms    0/ 2234 (0%)
[  3] 219.0-220.0 sec  3.66 MBytes  30.7 Mbits/sec   1.403 ms    0/ 2608 (0%)
[  3] 220.0-221.0 sec  3.68 MBytes  30.9 Mbits/sec   0.741 ms    0/ 2626 (0%)
[  3] 221.0-222.0 sec  4.88 MBytes  40.9 Mbits/sec   3.538 ms    0/ 3478 (0%)
[  3] 222.0-223.0 sec  4.17 MBytes  35.0 Mbits/sec   0.158 ms    1/ 2975 (0.034%)
[  3] 223.0-224.0 sec  4.20 MBytes  35.3 Mbits/sec   0.388 ms    2/ 3000 (0.067%)
[  3] 224.0-225.0 sec  4.07 MBytes  34.2 Mbits/sec   0.875 ms    0/ 2905 (0%)
[  3] 225.0-226.0 sec  3.53 MBytes  29.6 Mbits/sec   2.060 ms    3/ 2524 (0.12%)
[  3] 226.0-227.0 sec  2.77 MBytes  23.2 Mbits/sec   4.332 ms    8/ 1982 (0.4%)
[  3] 227.0-228.0 sec  2.97 MBytes  24.9 Mbits/sec   0.829 ms    0/ 2115 (0%)
[  3] 228.0-229.0 sec  3.13 MBytes  26.2 Mbits/sec   1.087 ms    0/ 2232 (0%)
[  3] 229.0-230.0 sec  2.50 MBytes  20.9 Mbits/sec   1.051 ms   12/ 1792 (0.67%)
[  3] 230.0-231.0 sec  2.68 MBytes  22.5 Mbits/sec   1.815 ms    3/ 1913 (0.16%)
